artist,pos_count,nouns_count,verbs_count,adjs_counts,avgNounRatio,avgVerbRatio,avgAdjRatio,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,Compound Score,Positive Score,Negative Score,Neutral Score
Spandau Ballet,310.6666667,33.66666667,59.11111111,24.44444444,0.108252947,0.190067881,0.0785995,0.325166667,0.723555556,287009.5556,0.645222222,0.054986011,0.089277778,-8.863888889,0.666666667,4.444444444,0.032711111,113.2967778,4,0.571888889,0.694222222,0.185,0.040222222,0.774666667
Squeeze,346.3333333,53.33333333,64,23.33333333,0.154142582,0.184971098,0.06743738,0.287533333,0.678,208662,0.593666667,0.0527328,0.102466667,-12.188,0.666666667,5,0.069766667,120.0636667,4,0.765666667,0.140766667,0.091333333,0.085333333,0.823333333
Starship,351.2857143,51,71.57142857,24.14285714,0.145299145,0.203907204,0.068783069,0.158171429,0.624,274801.8571,0.822857143,0.013871574,0.3031,-7.175857143,1,4.285714286,0.033385714,117.5078571,4,0.600428571,0.779257143,0.146,0.069571429,0.784428571
Status Quo,248.1666667,27.66666667,50,15.33333333,0.11155914,0.201612903,0.061827957,0.115198333,0.569166667,226966.5,0.742833333,0.001462887,0.255333333,-8.500333333,0.833333333,7,0.028883333,117.3388333,4,0.769666667,0.46915,0.137666667,0.063333333,0.7985
Steely Dan,198.7058824,25.29411765,37.58823529,14.82352941,0.127106119,0.188885604,0.074490098,0.350505882,0.683705882,278800,0.504529412,0.002362514,0.121770588,-11.86205882,0.705882353,4,0.043364706,110.4246471,4,0.672176471,0.340611765,0.120529412,0.081117647,0.798411765
Steve Miller Band,330.2727273,46.72727273,62.45454545,26.18181818,0.141597796,0.189256198,0.079338843,0.1796,0.594727273,224271.4545,0.608,0.00320041,0.320909091,-12.83972727,0.545454545,5.363636364,0.077063636,121.3199091,4,0.865181818,0.581718182,0.130090909,0.086090909,0.783545455
Stevie Ray Vaughan,177.4285714,28.28571429,34.57142857,13,0.159806295,0.195318805,0.073446328,0.149394286,0.404857143,280320,0.604857143,0.225255143,0.179414286,-10.70642857,0.714285714,5.714285714,0.037857143,136.7761429,3.714285714,0.664285714,0.855357143,0.183142857,0.079857143,0.737142857
Stevie Wonder,335.9,44.5,72.7,21.6,0.132440476,0.216369048,0.064285714,0.15579,0.6219,282911.6,0.6562,0.000411779,0.15263,-10.5423,0.5,6.9,0.06502,115.0438,4,0.7793,0.63874,0.1768,0.0729,0.7505
Sting,331,61.125,60.625,20.875,0.184667674,0.1831571,0.063066465,0.3299375,0.56325,268185.125,0.488875,0.030510055,0.0834375,-12.45875,0.5,3.75,0.0877375,110.993375,3.875,0.37075,0.068,0.13175,0.105375,0.76325
Stone Roses,279.8,39,63.8,17,0.139285714,0.227857143,0.060714286,0.00856,0.4612,253063.8,0.8352,0.273386,0.17644,-10.0604,0.8,4.6,0.04288,109.9856,4,0.6494,0.63498,0.2404,0.0498,0.71
Stone Temple Pilots,210.375,29.375,48.125,14.25,0.139880952,0.229166667,0.067857143,0.01511,0.375875,241390,0.8465,0.003619625,0.1696375,-5.25275,0.75,5.375,0.052675,149.780875,4,0.432125,-0.1018125,0.096,0.11975,0.784125
Styx,281.1764706,39.17647059,56.94117647,21.82352941,0.139418045,0.202637639,0.077663806,0.169058824,0.450647059,282180.4706,0.528882353,3.78E-05,0.166688235,-11.04411765,0.529411765,4.058823529,0.040047059,126.3627647,4,0.465058824,0.415252941,0.134117647,0.078176471,0.787588235
Sublime,356.6363636,46.72727273,77.63636364,22.90909091,0.130888719,0.217468806,0.064171123,0.018570909,0.641181818,205242.5455,0.735181818,0.000831533,0.209818182,-5.914272727,0.636363636,4.272727273,0.087318182,95.36054545,4,0.626272727,0.349690909,0.120090909,0.096545455,0.783454545
Supertramp,265.8333333,30.91666667,61,20.33333333,0.11622807,0.229323308,0.076441103,0.40495,0.5065,303135.4167,0.57175,0.00907325,0.1271,-9.989083333,0.666666667,3.083333333,0.0566,98.88116667,4,0.477091667,0.428458333,0.149333333,0.096583333,0.75425
System Of A Down,330.7368421,53.63157895,56.84210526,21,0.162028939,0.171728415,0.063444109,0.085585211,0.393578947,203516.4737,0.879052632,0.005622153,0.204610526,-3.237894737,0.526315789,3.526315789,0.096063158,135.7772105,3.894736842,0.326647368,-0.583631579,0.073473684,0.177736842,0.748684211
Talking Heads,266.5,29,58,10.5,0.109022556,0.218045113,0.039473684,0.02455,0.712,239153.5,0.671,0.02926135,0.1143,-8.886,1,5.5,0.0309,118.4205,4,0.8025,0.28485,0.069,0.053,0.878
Taylor Swift,447.8,55.2,84.2,45.4,0.123214286,0.187946429,0.101339286,0.29384,0.5718,211765.6,0.6494,0.000512,0.1586,-5.3554,1,3.4,0.04126,145.5644,4,0.5246,0.58888,0.1318,0.1,0.7682
Tears For Fears,255.7142857,36.57142857,49.78571429,18.07142857,0.142857143,0.194475446,0.070591518,0.145428571,0.557,302312.7143,0.800071429,0.065878721,0.157657143,-8.246714286,0.785714286,3.714285714,0.038342857,116.3981429,4,0.562214286,0.288185714,0.140071429,0.105571429,0.754285714
Ten Years After,165.1666667,18.83333333,39.66666667,11.83333333,0.114141414,0.24040404,0.071717172,0.127816667,0.380833333,332877.8333,0.552333333,0.399333333,0.201666667,-10.78983333,0.666666667,6.666666667,0.0343,121.8671667,4,0.491666667,0.644466667,0.1905,0.093833333,0.715833333
The Broadways,257.625,46.875,50.375,22.5,0.181686047,0.195251938,0.087209302,0.00449375,0.301375,182253.25,0.92125,3.97E-06,0.238,-5.251125,0.875,5.75,0.09975,143.304,4,0.517125,-0.3310125,0.093125,0.109625,0.797125
The Jam,274,57,51,22,0.208029197,0.186131387,0.080291971,0.00265,0.553,173320,0.917,0.00991,0.07,-8.806,1,2,0.0906,101.798,4,0.781,-0.9436,0.066,0.153,0.782
The Killers,310.5333333,38.66666667,63.26666667,21.46666667,0.124330118,0.203429796,0.069024652,0.0241192,0.499466667,231382.3333,0.877466667,0.013744753,0.15662,-3.8984,0.6,4,0.05904,131.6040667,4,0.460333333,0.555233333,0.130666667,0.074866667,0.7944
The Monkees,265.125,33.5,53,15,0.126415094,0.2,0.056603774,0.364625,0.502375,185273.125,0.609125,0.002300923,0.2795,-8.82525,0.875,6.25,0.0467375,114.480875,4,0.670625,0.2994875,0.12925,0.096,0.7745
The Script,594.5714286,74.85714286,133,29,0.125810324,0.223529412,0.048739496,0.092728571,0.536571429,246585,0.783285714,0,0.100571429,-4.907714286,1,5,0.038685714,125.8478571,4,0.509857143,-0.0508,0.093428571,0.117714286,0.789
The Temptations,374.2222222,40.22222222,81.22222222,21.55555556,0.107546049,0.217171717,0.057635175,0.368577778,0.639111111,181546.2222,0.602222222,0.000154022,0.263933333,-7.766333333,1,2.222222222,0.041822222,112.7555556,4,0.712444444,0.9858,0.205888889,0.027888889,0.766444444
The Weeknd,545.1666667,45,115.3333333,29.5,0.082568807,0.211620795,0.05412844,0.173816667,0.5385,250473.1667,0.651333333,0,0.098666667,-7.080333333,0.166666667,6.5,0.0638,122.5718333,3.833333333,0.358716667,-0.514666667,0.136166667,0.1315,0.732166667
The White Stripes,258.8888889,34.88888889,48.88888889,20.33333333,0.134706135,0.188760189,0.078507079,0.370888889,0.477555556,222717,0.604888889,0.053122606,0.092222222,-6.952777778,0.777777778,6.666666667,0.088066667,110.3316667,4,0.472777778,0.187111111,0.117777778,0.084,0.798222222
Thin Lizzy,272.4117647,35.64705882,56.29411765,15.35294118,0.131055363,0.206963668,0.056444637,0.205142765,0.459117647,248119.2353,0.745117647,0.105521724,0.243629412,-10.91194118,0.705882353,6.058823529,0.084476471,127.7836471,4,0.651352941,-0.228911765,0.088647059,0.114411765,0.796882353
Tiffany,184.5,19.5,47,13,0.105978261,0.255434783,0.070652174,0.27725,0.611,220766.5,0.4915,0.00351387,0.0608,-13.774,1,4,0.03835,114.9075,3.5,0.573,0.0697,0.101,0.092,0.807
Tim Buckley,234.2727273,29.63636364,51.27272727,13.36363636,0.126651127,0.219114219,0.057109557,0.470818182,0.448,273552.5455,0.452363636,0.063986973,0.266272727,-11.39763636,0.818181818,4,0.0394,113.9327273,3.636363636,0.469209091,0.598990909,0.163272727,0.059818182,0.777090909
Tim McGraw,377.7692308,49.23076923,78.23076923,23.76923077,0.13024013,0.206959707,0.062881563,0.170030769,0.514307692,240666.6154,0.748076923,4.46E-06,0.198838462,-6.676769231,1,5.692307692,0.0345,139.6834615,4,0.642,0.617484615,0.136461538,0.059076923,0.804461538
Tina Turner,250.2,34.3,53.1,14.7,0.1372,0.2124,0.0588,0.24182,0.5987,256174.3,0.6682,0.01753465,0.12272,-7.5844,0.8,5.4,0.07143,120.478,4,0.6834,0.53435,0.1605,0.055,0.7841
Tom Jones,257,36,52.22222222,19.88888889,0.140077821,0.203199308,0.077388673,0.3207,0.536,186650.4444,0.615666667,0.002908291,0.250055556,-9.699666667,0.777777778,5.222222222,0.048966667,116.762,3.555555556,0.752111111,0.593788889,0.200222222,0.065333333,0.734222222
Tom Lehrer,331.7777778,42.88888889,61.66666667,20.33333333,0.1291834,0.185742972,0.06124498,0.915222222,0.579888889,139188.1111,0.404555556,1.82E-07,0.444211111,-13.04122222,1,4.666666667,0.370922222,119.1773333,3.888888889,0.758,0.317888889,0.121444444,0.073444444,0.805222222
Tom T. Hall,260.6666667,40.08333333,51.41666667,17.91666667,0.15357599,0.196998723,0.068646232,0.65125,0.59075,176214.5833,0.484583333,0.031460148,0.189166667,-11.65741667,1,5,0.0356,121.95925,3.916666667,0.78175,0.76355,0.144,0.049083333,0.807
Tom Waits,394.6,43,82.2,25.6,0.108860759,0.208101266,0.064810127,0.8356,0.5176,255010.8,0.488,0.17489562,0.1926,-10.1178,1,3.2,0.05526,110.837,3.8,0.4442,0.51128,0.1186,0.1426,0.7388
Tool,214.5,27,47.5,12.5,0.126168224,0.221962617,0.058411215,0.4402325,0.537,361612,0.4195,0.628,0.223,-12.72,0.5,4.5,0.0312,121.9945,3.5,0.24275,0.669,0.1545,0.108,0.737
Tori Amos,284.8,36.8,58.8,17.2,0.129122807,0.206315789,0.060350877,0.5064,0.5846,272871.8,0.5264,0.004238664,0.14938,-10.8278,0.8,4.8,0.04988,128.2518,4,0.7364,0.54284,0.117,0.0756,0.8072
Toto,304.5833333,35.83333333,68,17.58333333,0.117486339,0.22295082,0.057650273,0.179208333,0.615583333,280848.9167,0.507,0.011218842,0.128708333,-13.06783333,0.583333333,8,0.034233333,95.75983333,3.916666667,0.669641667,0.355416667,0.096583333,0.07875,0.825166667
Townes Van Zandt,234.1428571,32.42857143,49.85714286,15.14285714,0.138583639,0.213064713,0.064713065,0.688428571,0.559285714,206882.4286,0.2797,0.026525124,0.100028571,-17.277,0.857142857,7.571428571,0.040128571,116.4865714,4,0.516142857,0.182942857,0.115857143,0.087714286,0.796571429
Tracy Chapman,232.9333333,29.26666667,57,16.13333333,0.125608011,0.244635193,0.069241774,0.423306667,0.674133333,228524.5333,0.362666667,0.001055661,0.118806667,-13.48173333,0.8,5.466666667,0.059926667,114.7259333,4.066666667,0.515866667,0.14802,0.118133333,0.1186,0.763266667
Tragically Hip,255.2307692,40.76923077,46.23076923,20.69230769,0.159879336,0.181297134,0.081146305,0.159938462,0.544769231,265900.5385,0.639307692,0.127522831,0.153207692,-8.994384615,0.769230769,6.538461538,0.044823077,128.4238462,3.923076923,0.4079,-0.030584615,0.094846154,0.083,0.822076923
Train,348.6,43.2,69.4,21.4,0.123782235,0.198853868,0.061318052,0.27168,0.5564,224415.8,0.6844,5.31E-06,0.09822,-5.4354,0.4,1.8,0.04406,93.9212,4,0.6146,0.63724,0.1298,0.0452,0.8254
Twenty One Pilots,424.4545455,50.36363636,89.45454545,31.90909091,0.118782161,0.210977702,0.07525729,0.174118182,0.583818182,247389.2727,0.643181818,1.81E-05,0.147618182,-6.590818182,0.636363636,4.545454545,0.0637,108.5925455,3.909090909,0.467363636,0.1364,0.129454545,0.114181818,0.756727273
U-Kiss,315,82,10,9,0.26031746,0.031746032,0.028571429,0.00232,0.827,201869,0.778,0,0.0741,-2.816,0,10,0.0532,116.971,4,0.673,0.743,0.035,0,0.965
U2,282.1666667,34.66666667,59.33333333,17.5,0.122931442,0.210401891,0.062056738,0.047857667,0.567833333,242024.1667,0.760333333,0.003444833,0.140566667,-8.370833333,1,4.666666667,0.038166667,107.701,4,0.53,0.765333333,0.171333333,0.057,0.771166667
UB40,297.0833333,33.91666667,69.16666667,23.5,0.114197531,0.2328844,0.079124579,0.115155,0.82825,248685.6667,0.410583333,0.014227892,0.092558333,-13.31758333,0.75,5.416666667,0.074816667,88.81675,4,0.872416667,0.77635,0.16025,0.070166667,0.7695
Ugly Kid Joe,334.5,39.57142857,67,18.28571429,0.118477331,0.200598802,0.054747648,0.030781,0.475071429,271738.1429,0.747642857,0.004920612,0.146,-8.961071429,0.928571429,5.428571429,0.058221429,124.8489286,4,0.563142857,-0.10095,0.110785714,0.135714286,0.753428571
Ultramagnetic Mc's,606.9,91.8,92.5,43.3,0.151235585,0.152388797,0.071334432,0.0182569,0.8253,210725.3,0.9033,0.000469848,0.134,-4.6441,0.3,4.9,0.2106,108.6769,4,0.6061,0.5415,0.1126,0.07,0.8174
Ultravox,166.8,27,26.6,12.8,0.161676647,0.159281437,0.076646707,0.061962,0.547,271450.8,0.6028,0.094824,0.1456,-10.4422,0.8,2.8,0.0464,111.718,4,0.52142,0.04398,0.0816,0.0728,0.8454
Uncle Kracker,394.4,51.4,82.4,23.8,0.130456853,0.209137056,0.060406091,0.177805,0.6244,225208,0.7219,0,0.21779,-4.7507,0.9,6.3,0.05037,145.1574,4,0.6723,0.9705,0.1723,0.0628,0.7648
Uncle Tupelo,204.7142857,27.92857143,44.21428571,12.92857143,0.136236934,0.215679443,0.063066202,0.3050655,0.445357143,210013.3571,0.520642857,0.077973828,0.181021429,-10.73485714,1,4.428571429,0.033592857,118.2467143,3.928571429,0.495342857,-0.000328571,0.098142857,0.0945,0.807571429
Underoath,226.6666667,27.66666667,52.5,19.5,0.121879589,0.231277533,0.085903084,0.008147017,0.381166667,232140,0.894,0.000338815,0.4275,-4.236666667,0.166666667,7.5,0.162133333,129.9071667,3.833333333,0.169366667,0.639183333,0.135166667,0.070833333,0.794
Unearth,169.375,34.125,31,15.25,0.201923077,0.183431953,0.090236686,8.07E-05,0.2925,219905.125,0.921375,0.20258875,0.1657625,-5.61475,0.5,8,0.112375,106.104875,4.125,0.264875,-0.5379875,0.105875,0.18325,0.710875
Ungu,95,34,11,9,0.357894737,0.115789474,0.094736842,0.0802,0.426,307520,0.606,5.21E-06,0.297,-5.952,1,0,0.0291,130.177,4,0.253,0,0,0,1
Unkle,308.5,37.25,68.5,20,0.120941558,0.222402597,0.064935065,0.038585,0.37425,380026.5,0.74775,0.23035,0.1655,-6.518,0.5,7.5,0.06755,113.643,3.75,0.3035,0.018525,0.178,0.128,0.694
Unseen,303.5,31,74.5,30.5,0.101973684,0.245065789,0.100328947,0.002805,0.355,162974,0.925,0.00053,0.2395,-4.518,0.5,7,0.09215,143.7275,4,0.714,-0.01725,0.1785,0.169,0.652
Unwritten Law,297.75,28.83333333,73.08333333,16.25,0.096756152,0.245246085,0.054530201,0.026412583,0.457,205462.5,0.868666667,5.13E-05,0.176391667,-5.068916667,0.75,6.083333333,0.050758333,110.2446667,4,0.49275,-0.39385,0.099,0.140583333,0.760333333
Uriah Heep,210.5,31.625,37.25,19.125,0.150595238,0.177380952,0.091071429,0.004126776,0.326625,256610,0.58475,0.0960265,0.1963,-10.039875,0.75,7.125,0.0509875,128.27475,4,0.4092375,0.522925,0.168,0.078875,0.75325
Used,320.3333333,26.33333333,74.33333333,25.66666667,0.082291667,0.232291667,0.080208333,0.010736667,0.455333333,217417.6667,0.898,0,0.367666667,-4.507,0.666666667,5.333333333,0.077933333,127.911,4,0.395666667,0.640233333,0.167,0.077666667,0.755666667
Usher,565.3333333,56.5,94.16666667,28.83333333,0.1,0.166666667,0.051032448,0.249433333,0.714333333,245891,0.627333333,6.38E-06,0.185066667,-6.613166667,0.5,5,0.10975,112.7276667,4,0.535333333,0.639216667,0.122833333,0.070333333,0.806833333
Utada Hikaru,278.75,53.5,50,17.5,0.191756272,0.17921147,0.062724014,0.09605,0.57925,290746.75,0.753,3.95E-05,0.324925,-5.88925,0.5,4.25,0.03665,122.13025,4,0.40075,0.494875,0.1415,0.09875,0.76
Van Halen,292,35.66666667,54.66666667,15.33333333,0.122146119,0.187214612,0.052511416,0.093816667,0.523,246568.3333,0.764333333,0.002475628,0.0884,-9.485,1,2.333333333,0.041733333,120.0165,4,0.593333333,0.291966667,0.113333333,0.073,0.813333333
Van Morrison,308.2222222,40.22222222,45.22222222,26.33333333,0.130591631,0.146825397,0.085497835,0.426444444,0.543555556,236283,0.423222222,0.00152731,0.180577778,-13.42033333,1,6.777777778,0.050855556,107.8533333,3.888888889,0.597222222,0.745455556,0.169222222,0.053444444,0.777444444
Vanessa Williams,276.8181818,29.81818182,62.09090909,16.54545455,0.107646866,0.224154906,0.059730883,0.294318182,0.573545455,270728.3636,0.524090909,0.037923951,0.189990909,-12.25636364,0.636363636,4.909090909,0.0448,111.8420909,4,0.427290909,0.782863636,0.148818182,0.042090909,0.808909091
Vangelis,399,46,41,17,0.115288221,0.102756892,0.042606516,0.42,0.207,346693,0.304,0.364,0.352,-19.516,1,2,0.033,97.123,4,0.0843,-0.3614,0.079,0.066,0.855
Vanilla Ice,629,80.5,116.5,47,0.127980922,0.185214626,0.074721781,0.000716,0.8485,256320,0.622,0.02725179,0.2995,-13.242,0.5,7.5,0.177,109.7335,4,0.436,0.98845,0.157,0.077,0.766
Velvet Underground,272.7,32.9,58.3,22.6,0.120512821,0.213553114,0.082783883,0.450866,0.4739,241611.9,0.39086,0.375000335,0.10972,-14.5436,0.9,3.3,0.05396,118.8812,4,0.3614,0.03819,0.1022,0.0823,0.8153
Vengaboys,219.25,27.5,40.5,14,0.125570776,0.184931507,0.063926941,0.01669625,0.75425,208533.25,0.84,0.00629,0.14475,-8.552,1,0.75,0.037725,124.248,4,0.935,0.56635,0.15975,0.04325,0.79725
Venom,232.8,86.8,21.2,19.8,0.372532189,0.090987124,0.084978541,0.07623418,0.6464,179534.6,0.7066,0.003651744,0.25874,-7.673,0.6,3.8,0.13042,122.3224,4,0.4804,-0.82978,0.118,0.1574,0.7238
Vera Lynn,236.5,19.5,52.5,20.5,0.082627119,0.222457627,0.086864407,0.8645,0.4155,175200,0.1226,0,0.3425,-11.8385,0.5,9,0.03445,91.754,4,0.297,0.9792,0.162,0.007,0.831
Vertical Horizon,248.6363636,20.63636364,56,11.36363636,0.082876962,0.224899598,0.045637094,0.009401982,0.499090909,256575.8182,0.768909091,0.000172344,0.114163636,-5.566272727,0.545454545,5.636363636,0.038172727,123.2746364,4,0.483463636,0.205590909,0.088727273,0.060454545,0.850636364
Veruca Salt,234.4615385,20.46153846,47.76923077,14.53846154,0.087442472,0.204142012,0.062130178,0.001060438,0.506307692,203054.3846,0.788230769,0.046228115,0.171323077,-6.210615385,0.846153846,6.923076923,0.036823077,121.8005385,3.923076923,0.640692308,0.108076923,0.160076923,0.087307692,0.752615385
Verve,357.3333333,36.66666667,69.33333333,34,0.10270775,0.194211018,0.095238095,0.193333333,0.423666667,286609,0.629333333,4.38E-05,0.151066667,-7.835666667,1,0.666666667,0.027033333,80.54033333,4,0.239666667,0.336966667,0.228,0.093,0.679
Vince Gill,198.3333333,27.33333333,41.5,14.5,0.138047138,0.20959596,0.073232323,0.573,0.55175,228884.3333,0.4615,0.000131683,0.202583333,-10.51625,1,3.333333333,0.029683333,119.4054167,3.916666667,0.41625,0.36815,0.145666667,0.088416667,0.766
Violent Femmes,293.2857143,39.85714286,66.28571429,21.28571429,0.136031204,0.226231107,0.072647489,0.282642857,0.596,214203.8571,0.642714286,0.000431771,0.111714286,-8.792,0.714285714,2.142857143,0.096185714,118.5081429,4,0.745142857,0.441585714,0.167142857,0.071285714,0.761714286
Virgin Steele,310,61,53,24,0.196774194,0.170967742,0.077419355,0.008145,0.3835,282240,0.9755,0.00231,0.2465,-5.7075,1,8,0.1203,150.777,4,0.318,-0.94095,0.122,0.2045,0.674
Vonda Shepard,293.4,36,71.6,21.4,0.122866894,0.244368601,0.073037543,0.300857,0.5307,220739.9,0.6615,0.002614345,0.21369,-7.0289,1,4.9,0.03334,130.883,4,0.5139,0.90759,0.2269,0.0336,0.7395
Vybz Kartel,660,142,87,96,0.215151515,0.131818182,0.145454545,0.0886,0.631,183893,0.802,0,0.103,-5.316,1,8,0.373,101.872,4,0.772,0.5464,0.103,0.12,0.777
W.A.S.P.,288,42.66666667,60.5,20.83333333,0.148148148,0.210069444,0.072337963,0.012284912,0.276166667,258760.6667,0.855333333,0.14930435,0.196016667,-7.396666667,0.666666667,4.333333333,0.056966667,142.6403333,3.833333333,0.437666667,-0.237666667,0.113166667,0.148333333,0.738666667
Walk The Moon,342.1428571,46.57142857,68.85714286,22.14285714,0.136173768,0.201336675,0.064745196,0.001012357,0.529571429,239422.8571,0.790428571,0.073006541,0.182771429,-6.329428571,0.714285714,7.142857143,0.048428571,131.2775714,4,0.612142857,0.3042,0.068285714,0.053142857,0.878714286
Wanda Jackson,209.625,30.75,43.125,16.5,0.146428571,0.205357143,0.078571429,0.641,0.53125,133031.25,0.7175,0.000315484,0.1467125,-6.19075,0.625,5.875,0.0630875,132.408,3.875,0.83175,0.63465,0.207,0.06475,0.728375
Wang Chung,311.8888889,56.66666667,55.44444444,13.77777778,0.181623932,0.177706553,0.044159544,0.1531,0.705444444,262995.6667,0.754444444,0.003089456,0.138355556,-8.845777778,1,5.222222222,0.041544444,122.5201111,4,0.670777778,0.787333333,0.172666667,0.032666667,0.794555556
Warren Zevon,221.625,28.125,39.5,16.875,0.126689189,0.177927928,0.076013514,0.2351125,0.66275,206484.875,0.559375,0.001078738,0.1428875,-11.15925,1,6,0.0300875,99.180625,4,0.672875,-0.147075,0.124375,0.129375,0.746125
Waterboys,234,47,19,25,0.200854701,0.081196581,0.106837607,0.00503,0.374,263373,0.695,2.29E-06,0.0556,-10.778,1,0,0.0582,137.744,4,0.664,0.9169,0.111,0.044,0.846
Waylon Jennings,240.25,25,47,21.25,0.104166667,0.195833333,0.088541667,0.32395,0.78775,206819.75,0.61625,0.07269,0.111525,-12.07525,1,4.75,0.03315,116.26225,4,0.74675,0.69245,0.09425,0.049,0.85675
Ween,204.25,31.75,38.75,14.91666667,0.155637255,0.18995098,0.073120915,0.244937167,0.609083333,203937.75,0.664583333,0.072070158,0.245716667,-8.192083333,0.916666667,5.333333333,0.034916667,128.4856667,4,0.646333333,0.761525,0.1525,0.03625,0.811416667
Weezer,226.4,32.5,44.5,13.8,0.14380531,0.196902655,0.061061947,0.0119797,0.5177,239720,0.7308,0.097710419,0.19747,-6.4268,1,5.9,0.04602,127.3868,3.8,0.5137,0.57304,0.1371,0.0751,0.7876
Weird Al Yankovic,505,44,113.3333333,38.33333333,0.087128713,0.224422442,0.075907591,0.1322,0.746666667,213791,0.714,0.000600533,0.1326,-8.744,0.666666667,6.333333333,0.0677,128.343,4,0.683,0.39,0.078333333,0.050666667,0.870666667
Westlife,314.25,35.375,69.75,22.375,0.112659236,0.222133758,0.071257962,0.2380375,0.524875,222846.75,0.58675,0,0.1732,-6.6625,0.875,4,0.0276625,100.310375,4.125,0.431,0.5218,0.165875,0.076125,0.757875
Wet Wet Wet,362,34,96,23,0.093922652,0.26519337,0.063535912,0.0558,0.6,196116,0.811,6.82E-06,0.109,-7.693,1,5,0.0788,124.303,4,0.622,0.9957,0.254,0.024,0.722
Wham!,365,40.14285714,67.85714286,25,0.109980431,0.18590998,0.068493151,0.202271429,0.660285714,268971.4286,0.697857143,3.78E-05,0.3341,-9.512285714,0.714285714,3.714285714,0.045585714,115.8552857,4,0.809428571,0.393142857,0.165428571,0.094,0.740571429
Whiskeytown,199.3571429,22.5,50.21428571,10.14285714,0.113065327,0.252333094,0.050969131,0.2517025,0.478,214641.4286,0.5475,0.004384222,0.164964286,-8.991571429,0.785714286,3.571428571,0.046507143,123.8690714,3.857142857,0.408278571,0.22895,0.126857143,0.106714286,0.766357143
Whitesnake,387.25,42,80.75,19.25,0.108527132,0.208656331,0.049741602,0.190625,0.4265,283063,0.664,0.00330555,0.1463,-11.97775,0.5,4.25,0.067975,134.272,4,0.33075,0.981625,0.25425,0.074,0.6715
Whitney Houston,357.8571429,35.14285714,87.78571429,20.28571429,0.098164405,0.245211492,0.056664006,0.45705,0.599857143,280949.5,0.491714286,9.42E-05,0.237464286,-10.85071429,0.928571429,6.071428571,0.049371429,114.856,3.857142857,0.503357143,0.993914286,0.299571429,0.047928571,0.652571429
Widespread Panic,243.5,36.1,46.4,18.3,0.14795082,0.190163934,0.075,0.0792636,0.4543,304622.7,0.7618,0.185734344,0.20003,-8.0922,0.7,5.7,0.04025,124.6722,4,0.6962,0.50211,0.1331,0.0583,0.8084
Will Smith,707.8571429,102.1428571,115.5714286,29.85714286,0.144269572,0.163236481,0.042171106,0.070304286,0.845142857,240632.4286,0.774857143,6.32E-05,0.294442857,-5.071285714,0.714285714,4.571428571,0.1146,105.1827143,4,0.741857143,0.946457143,0.113714286,0.053,0.833142857
Willie Nelson,239.25,42.5,45.75,26.25,0.177824268,0.191422594,0.109832636,0.50675,0.53475,174359.75,0.517325,0.05109525,0.234475,-10.8535,1,3.5,0.044225,108.3105,4,0.631,0.392625,0.21875,0.07825,0.703
Wilson Phillips,428.25,43.375,109.25,27.625,0.101343458,0.255257009,0.064544393,0.3341125,0.66375,270835,0.616125,0.000733013,0.2425875,-9.634625,0.875,4.375,0.028375,106.73825,4,0.5595,-0.2263625,0.1215,0.09225,0.786375
Wilson Pickett,219.375,23.5,51,12.75,0.107305936,0.232876712,0.058219178,0.22445,0.66525,178910.125,0.532125,0.041006756,0.1490125,-10.827375,0.75,3.375,0.043775,104.569875,4,0.78825,0.47945,0.112,0.04125,0.84725
Wishbone Ash,151.5555556,22.55555556,26.77777778,9.444444444,0.148391813,0.176169591,0.062134503,0.05991,0.360444444,344824.3333,0.653333333,0.018839778,0.165522222,-10.61844444,0.555555556,7,0.060311111,141.9922222,3.888888889,0.454666667,-0.069244444,0.131444444,0.120666667,0.747777778
Within Temptation,359.9230769,43.30769231,84.38461538,21.07692308,0.120299145,0.234401709,0.058547009,0.068613569,0.366538462,293670.6154,0.855230769,0.000583135,0.187992308,-4.506692308,0.153846154,7,0.0599,125.4532308,3.769230769,0.269076923,-0.299261538,0.103692308,0.148923077,0.747307692
Wiz Khalifa,849,108,111,109,0.127208481,0.130742049,0.128386337,0.0646,0.684,217667,0.834,0,0.271,-4.524,0,2,0.0675,164.02,4,0.538,0.9849,0.098,0.055,0.846
Wu-Tang Clan,785.1666667,134.1666667,112.6666667,53.16666667,0.170912951,0.143524416,0.067728238,0.179716667,0.7465,270493.5,0.567666667,0.004182667,0.2147,-8.992333333,0.5,9.333333333,0.366,121.7681667,4,0.564333333,-0.326266667,0.109833333,0.1365,0.753833333
Wyclef Jean,781.75,121.75,129.75,44,0.155690537,0.165920716,0.056265985,0.1546,0.752,247410,0.745,1.77E-06,0.26975,-5.81675,0.75,2.75,0.15175,102.02,4,0.5705,-0.086525,0.092,0.0895,0.81825
X Japan,251.8,48,46.4,16.8,0.19047619,0.184126984,0.066666667,0.316436,0.3064,415994.6,0.6128,0.000221776,0.1834,-7.0538,0.6,9.2,0.12878,148.249,3.8,0.12644,0.20634,0.1418,0.1404,0.7176
X-Raided,795,160,111,61,0.201257862,0.139622642,0.07672956,0.012,0.765,263800,0.628,0,0.0965,-7.63,0,4,0.221,96.552,4,0.473,-0.9988,0.073,0.23,0.697
