artist,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,compound,positive,negative,neutral
System Of A Down,0.085585211,0.393578947,203516.4737,0.879052632,0.005622153,0.204610526,-3.237894737,0.526315789,3.526315789,0.096063158,135.7772105,3.894736842,0.326647368,-0.583631579,0.073473684,0.177736842,0.748684211
Talking Heads,0.02455,0.712,239153.5,0.671,0.02926135,0.1143,-8.886,1,5.5,0.0309,118.4205,4,0.8025,0.28485,0.069,0.053,0.878
Taylor Swift,0.29384,0.5718,211765.6,0.6494,0.000512,0.1586,-5.3554,1,3.4,0.04126,145.5644,4,0.5246,0.58888,0.1318,0.1,0.7682
Tears For Fears,0.145428571,0.557,302312.7143,0.800071429,0.065878721,0.157657143,-8.246714286,0.785714286,3.714285714,0.038342857,116.3981429,4,0.562214286,0.288185714,0.140071429,0.105571429,0.754285714
Ten Years After,0.127816667,0.380833333,332877.8333,0.552333333,0.399333333,0.201666667,-10.78983333,0.666666667,6.666666667,0.0343,121.8671667,4,0.491666667,0.644466667,0.1905,0.093833333,0.715833333
The Broadways,0.00449375,0.301375,182253.25,0.92125,3.97E-06,0.238,-5.251125,0.875,5.75,0.09975,143.304,4,0.517125,-0.3310125,0.093125,0.109625,0.797125
The Jam,0.00265,0.553,173320,0.917,0.00991,0.07,-8.806,1,2,0.0906,101.798,4,0.781,-0.9436,0.066,0.153,0.782
The Killers,0.0241192,0.499466667,231382.3333,0.877466667,0.013744753,0.15662,-3.8984,0.6,4,0.05904,131.6040667,4,0.460333333,0.555233333,0.130666667,0.074866667,0.7944
The Monkees,0.364625,0.502375,185273.125,0.609125,0.002300923,0.2795,-8.82525,0.875,6.25,0.0467375,114.480875,4,0.670625,0.2994875,0.12925,0.096,0.7745
The Script,0.092728571,0.536571429,246585,0.783285714,0,0.100571429,-4.907714286,1,5,0.038685714,125.8478571,4,0.509857143,-0.0508,0.093428571,0.117714286,0.789
The Temptations,0.368577778,0.639111111,181546.2222,0.602222222,0.000154022,0.263933333,-7.766333333,1,2.222222222,0.041822222,112.7555556,4,0.712444444,0.9858,0.205888889,0.027888889,0.766444444
The Weeknd,0.173816667,0.5385,250473.1667,0.651333333,0,0.098666667,-7.080333333,0.166666667,6.5,0.0638,122.5718333,3.833333333,0.358716667,-0.514666667,0.136166667,0.1315,0.732166667
The White Stripes,0.370888889,0.477555556,222717,0.604888889,0.053122606,0.092222222,-6.952777778,0.777777778,6.666666667,0.088066667,110.3316667,4,0.472777778,0.187111111,0.117777778,0.084,0.798222222
Thin Lizzy,0.205142765,0.459117647,248119.2353,0.745117647,0.105521724,0.243629412,-10.91194118,0.705882353,6.058823529,0.084476471,127.7836471,4,0.651352941,-0.228911765,0.088647059,0.114411765,0.796882353
Tiffany,0.27725,0.611,220766.5,0.4915,0.00351387,0.0608,-13.774,1,4,0.03835,114.9075,3.5,0.573,0.0697,0.101,0.092,0.807
Tim Buckley,0.470818182,0.448,273552.5455,0.452363636,0.063986973,0.266272727,-11.39763636,0.818181818,4,0.0394,113.9327273,3.636363636,0.469209091,0.598990909,0.163272727,0.059818182,0.777090909
Tim McGraw,0.170030769,0.514307692,240666.6154,0.748076923,4.46E-06,0.198838462,-6.676769231,1,5.692307692,0.0345,139.6834615,4,0.642,0.617484615,0.136461538,0.059076923,0.804461538
Tina Turner,0.24182,0.5987,256174.3,0.6682,0.01753465,0.12272,-7.5844,0.8,5.4,0.07143,120.478,4,0.6834,0.53435,0.1605,0.055,0.7841
Tom Jones,0.3207,0.536,186650.4444,0.615666667,0.002908291,0.250055556,-9.699666667,0.777777778,5.222222222,0.048966667,116.762,3.555555556,0.752111111,0.593788889,0.200222222,0.065333333,0.734222222
Tom Lehrer,0.915222222,0.579888889,139188.1111,0.404555556,1.82E-07,0.444211111,-13.04122222,1,4.666666667,0.370922222,119.1773333,3.888888889,0.758,0.317888889,0.121444444,0.073444444,0.805222222
Tom T. Hall,0.65125,0.59075,176214.5833,0.484583333,0.031460148,0.189166667,-11.65741667,1,5,0.0356,121.95925,3.916666667,0.78175,0.76355,0.144,0.049083333,0.807
Tom Waits,0.8356,0.5176,255010.8,0.488,0.17489562,0.1926,-10.1178,1,3.2,0.05526,110.837,3.8,0.4442,0.51128,0.1186,0.1426,0.7388
Tool,0.4402325,0.537,361612,0.4195,0.628,0.223,-12.72,0.5,4.5,0.0312,121.9945,3.5,0.24275,0.669,0.1545,0.108,0.737
Tori Amos,0.5064,0.5846,272871.8,0.5264,0.004238664,0.14938,-10.8278,0.8,4.8,0.04988,128.2518,4,0.7364,0.54284,0.117,0.0756,0.8072
Toto,0.179208333,0.615583333,280848.9167,0.507,0.011218842,0.128708333,-13.06783333,0.583333333,8,0.034233333,95.75983333,3.916666667,0.669641667,0.355416667,0.096583333,0.07875,0.825166667
Townes Van Zandt,0.688428571,0.559285714,206882.4286,0.2797,0.026525124,0.100028571,-17.277,0.857142857,7.571428571,0.040128571,116.4865714,4,0.516142857,0.182942857,0.115857143,0.087714286,0.796571429
Tracy Chapman,0.423306667,0.674133333,228524.5333,0.362666667,0.001055661,0.118806667,-13.48173333,0.8,5.466666667,0.059926667,114.7259333,4.066666667,0.515866667,0.14802,0.118133333,0.1186,0.763266667
Tragically Hip,0.159938462,0.544769231,265900.5385,0.639307692,0.127522831,0.153207692,-8.994384615,0.769230769,6.538461538,0.044823077,128.4238462,3.923076923,0.4079,-0.030584615,0.094846154,0.083,0.822076923
Train,0.27168,0.5564,224415.8,0.6844,5.31E-06,0.09822,-5.4354,0.4,1.8,0.04406,93.9212,4,0.6146,0.63724,0.1298,0.0452,0.8254
Twenty One Pilots,0.174118182,0.583818182,247389.2727,0.643181818,1.81E-05,0.147618182,-6.590818182,0.636363636,4.545454545,0.0637,108.5925455,3.909090909,0.467363636,0.1364,0.129454545,0.114181818,0.756727273
U-Kiss,0.00232,0.827,201869,0.778,0,0.0741,-2.816,0,10,0.0532,116.971,4,0.673,0.743,0.035,0,0.965
U2,0.047857667,0.567833333,242024.1667,0.760333333,0.003444833,0.140566667,-8.370833333,1,4.666666667,0.038166667,107.701,4,0.53,0.765333333,0.171333333,0.057,0.771166667
UB40,0.115155,0.82825,248685.6667,0.410583333,0.014227892,0.092558333,-13.31758333,0.75,5.416666667,0.074816667,88.81675,4,0.872416667,0.77635,0.16025,0.070166667,0.7695
Ugly Kid Joe,0.030781,0.475071429,271738.1429,0.747642857,0.004920612,0.146,-8.961071429,0.928571429,5.428571429,0.058221429,124.8489286,4,0.563142857,-0.10095,0.110785714,0.135714286,0.753428571
Ultramagnetic Mc's,0.0182569,0.8253,210725.3,0.9033,0.000469848,0.134,-4.6441,0.3,4.9,0.2106,108.6769,4,0.6061,0.5415,0.1126,0.07,0.8174
Ultravox,0.061962,0.547,271450.8,0.6028,0.094824,0.1456,-10.4422,0.8,2.8,0.0464,111.718,4,0.52142,0.04398,0.0816,0.0728,0.8454
Uncle Kracker,0.177805,0.6244,225208,0.7219,0,0.21779,-4.7507,0.9,6.3,0.05037,145.1574,4,0.6723,0.9705,0.1723,0.0628,0.7648
Uncle Tupelo,0.3050655,0.445357143,210013.3571,0.520642857,0.077973828,0.181021429,-10.73485714,1,4.428571429,0.033592857,118.2467143,3.928571429,0.495342857,-0.000328571,0.098142857,0.0945,0.807571429
Underoath,0.008147017,0.381166667,232140,0.894,0.000338815,0.4275,-4.236666667,0.166666667,7.5,0.162133333,129.9071667,3.833333333,0.169366667,0.639183333,0.135166667,0.070833333,0.794
Unearth,8.07E-05,0.2925,219905.125,0.921375,0.20258875,0.1657625,-5.61475,0.5,8,0.112375,106.104875,4.125,0.264875,-0.5379875,0.105875,0.18325,0.710875
Ungu,0.0802,0.426,307520,0.606,5.21E-06,0.297,-5.952,1,0,0.0291,130.177,4,0.253,0,0,0,1
Unkle,0.038585,0.37425,380026.5,0.74775,0.23035,0.1655,-6.518,0.5,7.5,0.06755,113.643,3.75,0.3035,0.018525,0.178,0.128,0.694
Unseen,0.002805,0.355,162974,0.925,0.00053,0.2395,-4.518,0.5,7,0.09215,143.7275,4,0.714,-0.01725,0.1785,0.169,0.652
Unwritten Law,0.026412583,0.457,205462.5,0.868666667,5.13E-05,0.176391667,-5.068916667,0.75,6.083333333,0.050758333,110.2446667,4,0.49275,-0.39385,0.099,0.140583333,0.760333333
Uriah Heep,0.004126776,0.326625,256610,0.58475,0.0960265,0.1963,-10.039875,0.75,7.125,0.0509875,128.27475,4,0.4092375,0.522925,0.168,0.078875,0.75325
Used,0.010736667,0.455333333,217417.6667,0.898,0,0.367666667,-4.507,0.666666667,5.333333333,0.077933333,127.911,4,0.395666667,0.640233333,0.167,0.077666667,0.755666667
Usher,0.249433333,0.714333333,245891,0.627333333,6.38E-06,0.185066667,-6.613166667,0.5,5,0.10975,112.7276667,4,0.535333333,0.639216667,0.122833333,0.070333333,0.806833333
Utada Hikaru,0.09605,0.57925,290746.75,0.753,3.95E-05,0.324925,-5.88925,0.5,4.25,0.03665,122.13025,4,0.40075,0.494875,0.1415,0.09875,0.76
Van Halen,0.093816667,0.523,246568.3333,0.764333333,0.002475628,0.0884,-9.485,1,2.333333333,0.041733333,120.0165,4,0.593333333,0.291966667,0.113333333,0.073,0.813333333
Van Morrison,0.426444444,0.543555556,236283,0.423222222,0.00152731,0.180577778,-13.42033333,1,6.777777778,0.050855556,107.8533333,3.888888889,0.597222222,0.745455556,0.169222222,0.053444444,0.777444444
Vanessa Williams,0.294318182,0.573545455,270728.3636,0.524090909,0.037923951,0.189990909,-12.25636364,0.636363636,4.909090909,0.0448,111.8420909,4,0.427290909,0.782863636,0.148818182,0.042090909,0.808909091
Vangelis,0.42,0.207,346693,0.304,0.364,0.352,-19.516,1,2,0.033,97.123,4,0.0843,-0.3614,0.079,0.066,0.855
Vanilla Ice,0.000716,0.8485,256320,0.622,0.02725179,0.2995,-13.242,0.5,7.5,0.177,109.7335,4,0.436,0.98845,0.157,0.077,0.766
Velvet Underground,0.450866,0.4739,241611.9,0.39086,0.375000335,0.10972,-14.5436,0.9,3.3,0.05396,118.8812,4,0.3614,0.03819,0.1022,0.0823,0.8153
Vengaboys,0.01669625,0.75425,208533.25,0.84,0.00629,0.14475,-8.552,1,0.75,0.037725,124.248,4,0.935,0.56635,0.15975,0.04325,0.79725
Venom,0.07623418,0.6464,179534.6,0.7066,0.003651744,0.25874,-7.673,0.6,3.8,0.13042,122.3224,4,0.4804,-0.82978,0.118,0.1574,0.7238
Vera Lynn,0.8645,0.4155,175200,0.1226,0,0.3425,-11.8385,0.5,9,0.03445,91.754,4,0.297,0.9792,0.162,0.007,0.831
Vertical Horizon,0.009401982,0.499090909,256575.8182,0.768909091,0.000172344,0.114163636,-5.566272727,0.545454545,5.636363636,0.038172727,123.2746364,4,0.483463636,0.205590909,0.088727273,0.060454545,0.850636364
Veruca Salt,0.001060438,0.506307692,203054.3846,0.788230769,0.046228115,0.171323077,-6.210615385,0.846153846,6.923076923,0.036823077,121.8005385,3.923076923,0.640692308,0.108076923,0.160076923,0.087307692,0.752615385
Verve,0.193333333,0.423666667,286609,0.629333333,4.38E-05,0.151066667,-7.835666667,1,0.666666667,0.027033333,80.54033333,4,0.239666667,0.336966667,0.228,0.093,0.679
Vince Gill,0.573,0.55175,228884.3333,0.4615,0.000131683,0.202583333,-10.51625,1,3.333333333,0.029683333,119.4054167,3.916666667,0.41625,0.36815,0.145666667,0.088416667,0.766
Violent Femmes,0.282642857,0.596,214203.8571,0.642714286,0.000431771,0.111714286,-8.792,0.714285714,2.142857143,0.096185714,118.5081429,4,0.745142857,0.441585714,0.167142857,0.071285714,0.761714286
Virgin Steele,0.008145,0.3835,282240,0.9755,0.00231,0.2465,-5.7075,1,8,0.1203,150.777,4,0.318,-0.94095,0.122,0.2045,0.674
Vonda Shepard,0.300857,0.5307,220739.9,0.6615,0.002614345,0.21369,-7.0289,1,4.9,0.03334,130.883,4,0.5139,0.90759,0.2269,0.0336,0.7395
Vybz Kartel,0.0886,0.631,183893,0.802,0,0.103,-5.316,1,8,0.373,101.872,4,0.772,0.5464,0.103,0.12,0.777
W.A.S.P.,0.012284912,0.276166667,258760.6667,0.855333333,0.14930435,0.196016667,-7.396666667,0.666666667,4.333333333,0.056966667,142.6403333,3.833333333,0.437666667,-0.237666667,0.113166667,0.148333333,0.738666667
Walk The Moon,0.001012357,0.529571429,239422.8571,0.790428571,0.073006541,0.182771429,-6.329428571,0.714285714,7.142857143,0.048428571,131.2775714,4,0.612142857,0.3042,0.068285714,0.053142857,0.878714286
Wanda Jackson,0.641,0.53125,133031.25,0.7175,0.000315484,0.1467125,-6.19075,0.625,5.875,0.0630875,132.408,3.875,0.83175,0.63465,0.207,0.06475,0.728375
Wang Chung,0.1531,0.705444444,262995.6667,0.754444444,0.003089456,0.138355556,-8.845777778,1,5.222222222,0.041544444,122.5201111,4,0.670777778,0.787333333,0.172666667,0.032666667,0.794555556
Warren Zevon,0.2351125,0.66275,206484.875,0.559375,0.001078738,0.1428875,-11.15925,1,6,0.0300875,99.180625,4,0.672875,-0.147075,0.124375,0.129375,0.746125
Waterboys,0.00503,0.374,263373,0.695,2.29E-06,0.0556,-10.778,1,0,0.0582,137.744,4,0.664,0.9169,0.111,0.044,0.846
Waylon Jennings,0.32395,0.78775,206819.75,0.61625,0.07269,0.111525,-12.07525,1,4.75,0.03315,116.26225,4,0.74675,0.69245,0.09425,0.049,0.85675
Ween,0.244937167,0.609083333,203937.75,0.664583333,0.072070158,0.245716667,-8.192083333,0.916666667,5.333333333,0.034916667,128.4856667,4,0.646333333,0.761525,0.1525,0.03625,0.811416667
Weezer,0.0119797,0.5177,239720,0.7308,0.097710419,0.19747,-6.4268,1,5.9,0.04602,127.3868,3.8,0.5137,0.57304,0.1371,0.0751,0.7876
Weird Al Yankovic,0.1322,0.746666667,213791,0.714,0.000600533,0.1326,-8.744,0.666666667,6.333333333,0.0677,128.343,4,0.683,0.39,0.078333333,0.050666667,0.870666667
Westlife,0.2380375,0.524875,222846.75,0.58675,0,0.1732,-6.6625,0.875,4,0.0276625,100.310375,4.125,0.431,0.5218,0.165875,0.076125,0.757875
Wet Wet Wet,0.0558,0.6,196116,0.811,6.82E-06,0.109,-7.693,1,5,0.0788,124.303,4,0.622,0.9957,0.254,0.024,0.722
Wham!,0.202271429,0.660285714,268971.4286,0.697857143,3.78E-05,0.3341,-9.512285714,0.714285714,3.714285714,0.045585714,115.8552857,4,0.809428571,0.393142857,0.165428571,0.094,0.740571429
Whiskeytown,0.2517025,0.478,214641.4286,0.5475,0.004384222,0.164964286,-8.991571429,0.785714286,3.571428571,0.046507143,123.8690714,3.857142857,0.408278571,0.22895,0.126857143,0.106714286,0.766357143
Whitesnake,0.190625,0.4265,283063,0.664,0.00330555,0.1463,-11.97775,0.5,4.25,0.067975,134.272,4,0.33075,0.981625,0.25425,0.074,0.6715
Whitney Houston,0.45705,0.599857143,280949.5,0.491714286,9.42E-05,0.237464286,-10.85071429,0.928571429,6.071428571,0.049371429,114.856,3.857142857,0.503357143,0.993914286,0.299571429,0.047928571,0.652571429
Widespread Panic,0.0792636,0.4543,304622.7,0.7618,0.185734344,0.20003,-8.0922,0.7,5.7,0.04025,124.6722,4,0.6962,0.50211,0.1331,0.0583,0.8084
Will Smith,0.070304286,0.845142857,240632.4286,0.774857143,6.32E-05,0.294442857,-5.071285714,0.714285714,4.571428571,0.1146,105.1827143,4,0.741857143,0.946457143,0.113714286,0.053,0.833142857
Willie Nelson,0.50675,0.53475,174359.75,0.517325,0.05109525,0.234475,-10.8535,1,3.5,0.044225,108.3105,4,0.631,0.392625,0.21875,0.07825,0.703
Wilson Phillips,0.3341125,0.66375,270835,0.616125,0.000733013,0.2425875,-9.634625,0.875,4.375,0.028375,106.73825,4,0.5595,-0.2263625,0.1215,0.09225,0.786375
Wilson Pickett,0.22445,0.66525,178910.125,0.532125,0.041006756,0.1490125,-10.827375,0.75,3.375,0.043775,104.569875,4,0.78825,0.47945,0.112,0.04125,0.84725
Wishbone Ash,0.05991,0.360444444,344824.3333,0.653333333,0.018839778,0.165522222,-10.61844444,0.555555556,7,0.060311111,141.9922222,3.888888889,0.454666667,-0.069244444,0.131444444,0.120666667,0.747777778
Within Temptation,0.068613569,0.366538462,293670.6154,0.855230769,0.000583135,0.187992308,-4.506692308,0.153846154,7,0.0599,125.4532308,3.769230769,0.269076923,-0.299261538,0.103692308,0.148923077,0.747307692
Wiz Khalifa,0.0646,0.684,217667,0.834,0,0.271,-4.524,0,2,0.0675,164.02,4,0.538,0.9849,0.098,0.055,0.846
Wu-Tang Clan,0.179716667,0.7465,270493.5,0.567666667,0.004182667,0.2147,-8.992333333,0.5,9.333333333,0.366,121.7681667,4,0.564333333,-0.326266667,0.109833333,0.1365,0.753833333
Wyclef Jean,0.1546,0.752,247410,0.745,1.77E-06,0.26975,-5.81675,0.75,2.75,0.15175,102.02,4,0.5705,-0.086525,0.092,0.0895,0.81825
X Japan,0.316436,0.3064,415994.6,0.6128,0.000221776,0.1834,-7.0538,0.6,9.2,0.12878,148.249,3.8,0.12644,0.20634,0.1418,0.1404,0.7176
X-Raided,0.012,0.765,263800,0.628,0,0.0965,-7.63,0,4,0.221,96.552,4,0.473,-0.9988,0.073,0.23,0.697
X-Ray Spex,0.05656225,0.470375,194901.75,0.82425,0.0100939,0.1042625,-6.908875,0.625,3.5,0.0688375,149.041875,4,0.72475,0.041175,0.114875,0.084375,0.80075
XTC,0.187375,0.609125,214992.25,0.629625,0.003643278,0.2714125,-9.296125,1,5.5,0.031,110.978125,4,0.618375,0.268125,0.174875,0.101625,0.7235
Xandria,0.304996667,0.435666667,247666.6667,0.731666667,0.011255933,0.190166667,-5.228333333,0,3.666666667,0.039766667,110.6126667,4,0.300333333,-0.440666667,0.119333333,0.143,0.737333333
Xavier Rudd,0.5075,0.54075,262063.5,0.5525,0.132000933,0.3017,-9.63425,0.75,6.25,0.079425,126.5485,4,0.4525,0.8652,0.1685,0.015,0.8165
Xentrix,0.000183988,0.333125,281900,0.8735,0.1176995,0.1640875,-10.617375,0.625,7.75,0.0571875,124.135375,4,0.476125,-0.8179,0.094125,0.2,0.706
Xiu Xiu,0.00671,0.6215,237300,0.594,0.5635,0.21725,-6.7925,1,1,0.0902,140.191,3.5,0.379,0.3874,0.1855,0.0705,0.7445
Xscape,0.205875,0.727625,276179,0.416375,7.37E-05,0.25175,-9.766625,0.625,4,0.050775,117.383,4,0.4848375,0.954075,0.14725,0.024125,0.82875
Xzibit,0.0562,0.909,219840,0.74,0,0.0593,-2.361,1,1,0.26,97.855,4,0.802,-0.9758,0.131,0.157,0.712
YG,0.02599,0.889,186980,0.5295,0,0.137,-7.169,0.5,7.5,0.054,106.997,4,0.3215,-0.99935,0.0565,0.294,0.6495
Yazoo,0.204,0.748,192293,0.559,4.15E-05,0.0982,-8.078,1,9,0.0362,106.077,4,0.85,0.9459,0.151,0,0.849
Yeah Yeah Yeahs,0.018293462,0.508615385,232649.3077,0.871692308,0.114466815,0.189484615,-4.975615385,0.692307692,7.769230769,0.072769231,135.7694615,4,0.379692308,-0.101776923,0.106461538,0.141923077,0.751461538
Yelawolf,0.031946,0.728666667,243377.6667,0.758166667,0.006533333,0.075766667,-7.088666667,0.666666667,4,0.086816667,134.8968333,4,0.25965,0.417016667,0.121166667,0.058333333,0.820333333
Yello,0.103166,0.656,226956.8,0.7454,0.2011052,0.21708,-7.754,0.2,8,0.05964,137.475,3.8,0.5952,0.24162,0.1448,0.1118,0.7436
Yellowcard,0.039660034,0.395928571,221566.7143,0.906928571,1.11E-05,0.232221429,-4.214714286,0.571428571,4.285714286,0.087992857,158.2375714,3.928571429,0.495928571,0.202014286,0.100714286,0.056642857,0.842571429
Yeng Constantino,0.268833333,0.569333333,244075.3333,0.636666667,3.93E-06,0.1299,-7.025333333,1,4.333333333,0.0334,136.6203333,4,0.524333333,0.021933333,0.005666667,0.010333333,0.984
Yes,0.306,0.695,266040,0.746,0.00524,0.368,-8.12,1,7,0.0387,125.123,4,0.885,-0.9805,0.145,0.25,0.605
Ying Yang Twins,0.168841,0.813,252407,0.7675,0,0.461,-6.5615,0.5,1,0.1706,108.9995,4,0.8785,-0.9974,0.101,0.238,0.6615
Yngwie Malmsteen,0.069860663,0.376875,289786.75,0.809,0.12240215,0.188175,-10.925625,0.5,6.625,0.0748625,127.45525,4,0.382,-0.3810625,0.133125,0.19825,0.668625
Yo La Tengo,0.3855,0.558,332593,0.4825,0.67975,0.1535,-12.284,1,7,0.041075,105.46225,4,0.51145,0.286225,0.08,0.06375,0.856
Yoko Ono,0.116,0.388,235775,0.546,0.557,0.128,-6.704,1,4,0.0268,79.447,4,0.124,0.9521,0.24,0.162,0.598
Yolanda Adams,0.301748462,0.570307692,315171.6154,0.587692308,2.02E-05,0.161907692,-6.553230769,0.615384615,7.461538462,0.068769231,100.2185385,3.692307692,0.388076923,0.741146154,0.202,0.064846154,0.733076923
Yonder Mountain String Band,0.749,0.449,271080,0.495,6.51E-06,0.371,-8.82,1,9,0.0431,198.017,4,0.676,0.9321,0.106,0.068,0.826
Young Dro,0.214,0.774,268107,0.717,0,0.0761,-5.38,1,2,0.297,77.973,4,0.656,-0.9909,0.032,0.085,0.883
Young Jeezy,0.0027,0.649,321293,0.785,0,0.0859,-6.031,0,9,0.0369,137.618,4,0.294,0.5954,0.127,0.111,0.762
Youngbloodz,0.045925,0.74025,253183.25,0.543,0,0.17125,-8.8385,0.75,4,0.2296,145.41975,4,0.467,-0.0118,0.08475,0.07625,0.839
Youth Of Today,0.096915889,0.393,134040,0.781111111,0.034962582,0.122911111,-7.706888889,0.333333333,6.444444444,0.096222222,118.9368889,3.666666667,0.395555556,0.051144444,0.163111111,0.129666667,0.707444444
Yung Joc,0.025875,0.762,243733,0.725,0,0.12855,-6.57,1,6.5,0.07305,124.4715,4,0.843,-0.97695,0.0725,0.136,0.791
Z-Ro,0.745,0.774,281267,0.769,0,0.161,-5.452,0,9,0.18,120.001,4,0.922,0.9953,0.192,0.05,0.758
ZZ Top,0.155594923,0.585615385,239125.0769,0.689923077,0.042082878,0.1411,-9.932692308,0.769230769,6.384615385,0.053723077,124.2445385,4,0.687538462,0.429423077,0.112615385,0.057538462,0.829769231
Zac Brown Band,0.29379,0.6227,236677.3,0.606,5.32E-05,0.13185,-6.1728,1,3.6,0.0346,106.1524,4,0.588,0.61273,0.1508,0.0525,0.7966
Zakk Wylde,0.84,0.63,253707,0.377,0.000289,0.108,-8.982,1,7,0.0267,128.215,4,0.366,0.907,0.161,0.085,0.754
Zao,0.000382543,0.326,232514.1429,0.839,0.316334143,0.113942857,-6.632428571,1,3.571428571,0.106457143,140.8134286,4,0.178457143,-0.405685714,0.095142857,0.161285714,0.743285714
Zazie,0.403,0.519,185773,0.415,0.0487,0.101,-7.892,1,4,0.0267,143.886,4,0.0663,0.9489,0.176,0.066,0.758
Zebra,0.002838,0.346,336246.5,0.868,0.0824,0.21745,-8.6635,1,4.5,0.0918,140.0835,4,0.2655,0.00385,0.127,0.115,0.758
Zebrahead,0.003562545,0.486545455,196724.9091,0.972818182,8.60E-06,0.261836364,-3.868545455,0.818181818,4.454545455,0.158227273,152.1292727,4,0.461090909,-0.121936364,0.132,0.153,0.715272727
Zero 7,0.288327273,0.550727273,303839.9091,0.491272727,0.206458509,0.120372727,-10.01081818,0.636363636,4,0.028318182,128.727,3.818181818,0.320727273,-0.462518182,0.089090909,0.104909091,0.805909091
Zeromancer,0.00012,0.555,228933,0.921,0.101,0.0889,-6.858,1,1,0.0374,115.007,4,0.438,0.9518,0.178,0.026,0.795
Ziggy Marley,0.191566667,0.7465,236908.8333,0.5825,6.37E-06,0.1331,-7.775166667,0.666666667,5.666666667,0.052416667,112.0165,4,0.7305,0.6642,0.143,0.078166667,0.7785
Zoegirl,0.048604083,0.608833333,235024.4167,0.846333333,0.06448845,0.200958333,-4.780833333,0.583333333,4,0.056033333,116.707,4,0.613166667,0.805466667,0.1575,0.070166667,0.77225
Zornik,0.0554354,0.4968,236989.4,0.7308,0.011982,0.22424,-5.3932,0.8,5.2,0.03088,148.3982,4,0.4332,0.31378,0.1152,0.0732,0.8116
Zox,0.125875333,0.514733333,253071.0667,0.738933333,0.015322813,0.15482,-7.5034,0.466666667,6.266666667,0.080766667,149.2778667,4,0.661133333,0.010126667,0.088466667,0.0984,0.813133333
Zucchero,0.0532,0.638,270902.6667,0.708,0.00324635,0.329366667,-7.71,1,7.333333333,0.041433333,133.3156667,4,0.532333333,-0.0564,0.052,0.068,0.879666667
